LASID,Graduation Year,IBAssessmentID,Raw mark,Moderated mark,Scaled mark,Component grade
20135115,2013,ENGLHLIA,22,22,22,6
20135115,2013,ENGLHLWRI,,11,11,3
20135115,2013,HISTHL1,,5,4,3
20135115,2013,HISTHL2,,15,9.375,4
20135115,2013,HISTHL3,,25,14.575,5
20135115,2013,HISTHLIA,21,17,13.6,6
20135115,2013,MATHSL1,,66,29.304,6
20135115,2013,MATHSL2,,75,33.3,7
20135115,2013,MATHSLPRT,30,25,12.5,5
20135115,2013,PSYCHL1,,32,24.352,7
20135115,2013,PSYCHL2,,24,13.632,5
20135115,2013,PSYCHL3,,17,11.339,7
20135115,2013,PSYCHLIA,24,19,13.566,6
20135115,2013,SPANSL1,,33,18.348,5
20135115,2013,SPANSL2,,21,21,6
20135115,2013,SPANSLIA,21,21,21,5
20135115,2013,SPANSLWRI,,16,12.8,5
20135115,2013,THEOTKPRES,20,20,20,A
20135115,2013,THEOTKPT,,27,27,B
20136175,2013,ENGLHL1,,13,13,5
20136175,2013,ENGLHL2,,22,22,7
20136175,2013,ENGLHLIA,25,25,25,6
20136175,2013,ENGLHLWRI,,12,12,3
20136175,2013,GERMSL1,,36,20.016,6
20136175,2013,GERMSL2,,20,20,6
20136175,2013,GERMSLIA,26,25,25,6
20136175,2013,GERMSLWRI,,25,20,7
20136175,2013,HISTHL1,,16,12.8,7
20136175,2013,HISTHL2,,16,10,4
20136175,2013,HISTHL3,,33,19.239,6
20136175,2013,HISTHLIA,21,17,13.6,6
20136175,2013,MATHSL1,,70,31.08,6
20136175,2013,MATHSL2,,69,30.636,6
20136175,2013,MATHSLPRT,30,25,12.5,5
20136175,2013,PHYSSL2,,29,18.56,6
20136175,2013,PHYSSL3,,21,12.6,5
20136175,2013,PHYSSLMCQ,,22,14.674,5
20136175,2013,PHYSSLPRA,47,31,15.5,5
20136175,2013,PSYCHL1,,39,29.679,7
20136175,2013,PSYCHL2,,32,18.176,6
20136175,2013,PSYCHL3,,16,10.672,6
20136175,2013,PSYCHLIA,25,20,14.28,6
20136175,2013,THEOTKPRES,20,20,20,A
20136175,2013,THEOTKPT,,28,28,B
20136520,2013,BIOLHL2,,50,25,6
20136520,2013,BIOLHL3,,21,10.5,5
20136520,2013,BIOLHLMCQ,,32,16,6
20136520,2013,BIOLHLPRA,43,37,18.5,6
20136520,2013,ENGLHL1,,16,16,7
20136520,2013,ENGLHL2,,21,21,7
20136520,2013,ENGLHLIA,28,29,29,7
20136520,2013,ENGLHLWRI,,22,22,7
20136520,2013,FRENSL1,,35,19.46,6
20136520,2013,FRENSL2,,18,18,6
20136520,2013,FRENSLIA,22,19,19,5
20136520,2013,FRENSLWRI,,21,16.8,6
20136520,2013,HISTHL1,,12,9.6,5
20136520,2013,HISTHL2,,21,13.125,5
20136520,2013,HISTHL3,,20,11.66,4
20136520,2013,HISTHLIA,20,17,13.6,6
20136520,2013,MATHSL1,,65,28.86,6
20136520,2013,MATHSL2,,42,18.648,3
20136520,2013,MATHSLPRT,25,21,10.5,4
20136520,2013,PSYCHL1,,26,19.786,6
20136520,2013,PSYCHL2,,35,19.88,7
20136520,2013,PSYCHL3,,16,10.672,6
20136520,2013,PSYCHLIA,24,19,13.566,6
20136520,2013,THEOTKPRES,20,20,20,A
20136520,2013,THEOTKPT,,27,27,B
20136600,2013,ENGLHL1,,8,8,3
20136600,2013,ENGLHL2,,20,20,7
20136600,2013,ENGLHLIA,26,26,26,7
20136600,2013,ENGLHLWRI,,22,22,7
20136600,2013,HISTHL1,,8,6.4,4
20136600,2013,HISTHL2,,13,8.125,4
20136600,2013,HISTHL3,,20,11.66,4
20136600,2013,HISTHLIA,21,17,13.6,6
20136600,2013,MATHSL1,,80,35.52,7
20136600,2013,MATHSL2,,80,35.52,7
20136600,2013,MATHSLPRT,25,21,10.5,4
20136600,2013,PHYSSL2,,39,24.96,7
20136600,2013,PHYSSL3,,28,16.8,7
20136600,2013,PHYSSLMCQ,,25,16.675,7
20136600,2013,PHYSSLPRA,45,30,15,5
20136600,2013,PSYCHL1,,20,15.22,5
20136600,2013,PSYCHL2,,24,13.632,5
20136600,2013,PSYCHL3,,9,6.003,4
20136600,2013,PSYCHLIA,22,17,12.138,5
20136600,2013,SPANSL1,,37,20.572,6
20136600,2013,SPANSL2,,16,16,5
20136600,2013,SPANSLIA,23,23,23,6
20136600,2013,SPANSLWRI,,12,9.6,3
20136600,2013,THEOTKPRES,12,12,12,D
20136600,2013,THEOTKPT,,23,23,B
20136660,2013,ENGLHL1,,16,16,7
20136660,2013,ENGLHL2,,20,20,7
20136660,2013,ENGLHLIA,21,21,21,5
20136660,2013,ENGLHLWRI,,15,15,4
20136660,2013,HISTHL1,,11,8.8,5
20136660,2013,HISTHL2,,16,10,4
20136660,2013,HISTHL3,,18,10.494,3
20136660,2013,HISTHLIA,14,13,10.4,5
20136660,2013,MATHSL1,,70,31.08,6
20136660,2013,MATHSL2,,69,30.636,6
20136660,2013,MATHSLPRT,23,20,10,4
20136660,2013,PHYSSL2,,15,9.6,3
20136660,2013,PHYSSL3,,21,12.6,5
20136660,2013,PHYSSLMCQ,,20,13.34,5
20136660,2013,PHYSSLPRA,45,30,15,5
20136660,2013,PSYCHL1,,27,20.547,6
20136660,2013,PSYCHL2,,24,13.632,5
20136660,2013,PSYCHL3,,13,8.671,5
20136660,2013,PSYCHLIA,24,19,13.566,6
20136660,2013,SPANSL1,,35,19.46,5
20136660,2013,SPANSL2,,16,16,5
20136660,2013,SPANSLIA,21,21,21,5
20136660,2013,SPANSLWRI,,24,19.2,7
20136660,2013,THEOTKPRES,19,19,19,A
20136660,2013,THEOTKPT,,15,15,D
20136920,2013,BIOLHL2,,47,23.5,6
20136920,2013,BIOLHL3,,27,13.5,6
20136920,2013,BIOLHLMCQ,,35,17.5,6
20136920,2013,BIOLHLPRA,40,34,17,6
20136920,2013,CHEMSL2,,22,14.08,4
20136920,2013,CHEMSL3,,29,17.4,7
20136920,2013,CHEMSLMCQ,,19,12.673,5
20136920,2013,CHEMSLPRA,43,27,13.5,4
20136920,2013,ENGLHL1,,16,16,7
20136920,2013,ENGLHL2,,20,20,7
20136920,2013,ENGLHLIA,28,29,29,7
20136920,2013,ENGLHLWRI,,11,11,3
20136920,2013,HISTHL1,,10,8,4
20136920,2013,HISTHL2,,16,10,4
20136920,2013,HISTHL3,,18,10.494,3
20136920,2013,HISTHLIA,19,16,12.8,6
20136920,2013,MATHSL1,,74,32.856,7
20136920,2013,MATHSL2,,79,35.076,7
20136920,2013,MATHSLPRT,27,22,11,4
20136920,2013,PSYCHL1,,19,14.459,5
20136920,2013,PSYCHL2,,21,11.928,4
20136920,2013,PSYCHL3,,12,8.004,5
20136920,2013,PSYCHLIA,27,21,14.994,6
20136920,2013,SPANSL1,,44,24.464,7
20136920,2013,SPANSL2,,21,21,6
20136920,2013,SPANSLIA,26,27,27,7
20136920,2013,SPANSLWRI,,22,17.6,6
20136920,2013,THEOTKPRES,8,8,8,E
20136920,2013,THEOTKPT,,11,11,D
20137080,2013,BIOLHL2,,41,20.5,5
20137080,2013,BIOLHL3,,24,12,6
20137080,2013,BIOLHLMCQ,,35,17.5,6
20137080,2013,BIOLHLPRA,42,36,18,6
20137080,2013,ENGLHL1,,12,12,5
20137080,2013,ENGLHL2,,18,18,6
20137080,2013,ENGLHLIA,26,26,26,7
20137080,2013,ENGLHLWRI,,14,14,4
20137080,2013,HISTHL1,,8,6.4,4
20137080,2013,HISTHL2,,17,10.625,5
20137080,2013,HISTHL3,,18,10.494,3
20137080,2013,HISTHLIA,22,18,14.4,6
20137080,2013,MATHSL1,,61,27.084,5
20137080,2013,MATHSL2,,65,28.86,6
20137080,2013,MATHSLPRT,27,22,11,4
20137080,2013,PSYCHL1,,28,21.308,6
20137080,2013,PSYCHL2,,34,19.312,7
20137080,2013,PSYCHL3,,10,6.67,4
20137080,2013,PSYCHLIA,20,16,11.424,5
20137080,2013,SPANSL1,,31,17.236,4
20137080,2013,SPANSL2,,12,12,4
20137080,2013,SPANSLIA,17,15,15,4
20137080,2013,SPANSLWRI,,21,16.8,6
20137080,2013,THEOTKPRES,20,20,20,A
20137080,2013,THEOTKPT,,9,9,D
20137085,2013,ENGLHL1,,14,14,6
20137085,2013,ENGLHL2,,18,18,6
20137085,2013,ENGLHLIA,24,24,24,6
20137085,2013,ENGLHLWRI,,14,14,4
20137085,2013,HISTHL1,,10,8,4
20137085,2013,HISTHL2,,16,10,4
20137085,2013,HISTHL3,,22,12.826,4
20137085,2013,HISTHLIA,21,17,13.6,6
20137085,2013,MATHSL1,,67,29.748,6
20137085,2013,MATHSL2,,78,34.632,7
20137085,2013,MATHSLPRT,24,20,10,4
20137085,2013,PHYSSL2,,26,16.64,6
20137085,2013,PHYSSL3,,23,13.8,6
20137085,2013,PHYSSLMCQ,,21,14.007,5
20137085,2013,PHYSSLPRA,43,29,14.5,5
20137085,2013,PSYCHL1,,25,19.025,6
20137085,2013,PSYCHL2,,20,11.36,4
20137085,2013,PSYCHL3,,12,8.004,5
20137085,2013,PSYCHLIA,22,17,12.138,5
20137085,2013,SPANSL1,,36,20.016,6
20137085,2013,SPANSL2,,20,20,6
20137085,2013,SPANSLIA,26,27,27,7
20137085,2013,SPANSLWRI,,21,16.8,6
20137085,2013,THEOTKPRES,20,20,20,A
20137085,2013,THEOTKPT,,15,15,D
20137215,2013,ENGLHL1,,10,10,4
20137215,2013,ENGLHL2,,16,16,5
20137215,2013,ENGLHLIA,21,21,21,5
20137215,2013,ENGLHLWRI,,17,17,5
20137215,2013,FRENSL1,,28,15.568,4
20137215,2013,FRENSL2,,12,12,4
20137215,2013,FRENSLIA,11,12,12,3
20137215,2013,FRENSLWRI,,22,17.6,6
20137215,2013,HISTHL1,,13,10.4,6
20137215,2013,HISTHL2,,16,10,4
20137215,2013,HISTHL3,,13,7.579,3
20137215,2013,HISTHLIA,12,12,9.6,4
20137215,2013,MATHSL1,,58,25.752,5
20137215,2013,MATHSL2,,66,29.304,6
20137215,2013,MATHSLPRT,30,25,12.5,5
20137215,2013,PHYSSL2,,13,8.32,3
20137215,2013,PHYSSL3,,15,9,4
20137215,2013,PHYSSLMCQ,,15,10.005,3
20137215,2013,PHYSSLPRA,40,28,14,5
20137215,2013,PSYCHL1,,19,14.459,5
20137215,2013,PSYCHL2,,25,14.2,5
20137215,2013,PSYCHL3,,12,8.004,5
20137215,2013,PSYCHLIA,21,17,12.138,5
20137215,2013,THEOTKPRES,15,15,15,C
20137215,2013,THEOTKPT,,7,7,E
20140007,2014,BIOLHL2,,37,18.5,5
20140007,2014,BIOLHL3,,22,11,5
20140007,2014,BIOLHLMCQ,,36,18,7
20140007,2014,BIOLHLPRA,42,30,15,5
20140007,2014,ENGLHL1,,11,11,4
20140007,2014,ENGLHL2,,18,18,6
20140007,2014,ENGLHLIA,27,25,25,6
20140007,2014,ENGLHLWRI,,20,20,6
20140007,2014,HISTHL1,,8,6.4,4
20140007,2014,HISTHL2,,15,9.375,4
20140007,2014,HISTHL3,,32,18.667,6
20140007,2014,HISTHLIA,23,19,15.2,7
20140007,2014,MATHSL1,,74,32.889,6
20140007,2014,MATHSL2,,73,32.444,6
20140007,2014,MATHSLEXP,12,12,12,5
20140007,2014,PSYCHL1,,14,10.652,4
20140007,2014,PSYCHL2,,31,17.614,6
20140007,2014,PSYCHL3,,11,7.333,5
20140007,2014,PSYCHLIA,18,18,12.857,6
20140007,2014,SPANSL1,,43,23.908,7
20140007,2014,SPANSL2,,23,23,7
20140007,2014,SPANSLIA,25,26,26,6
20140007,2014,SPANSLWRI,,22,17.6,6
20140007,2014,THEOTKPRES,18,18,18,B
20140007,2014,THEOTKPT,,8,8,E
20140051,2014,ENGLHL1,,13,13,5
20140051,2014,ENGLHL2,,18,18,6
20140051,2014,ENGLHLIA,23,21,21,5
20140051,2014,ENGLHLWRI,,14,14,4
20140051,2014,FRENSL1,,21,11.667,3
20140051,2014,FRENSL2,,10,10,3
20140051,2014,FRENSLIA,20,17,17,4
20140051,2014,FRENSLWRI,,21,16.8,6
20140051,2014,HISTHL1,,7,5.6,3
20140051,2014,HISTHL2,,11,6.875,3
20140051,2014,HISTHL3,,18,10.5,4
20140051,2014,HISTHLIA,17,14,11.2,5
20140051,2014,MATHSL1,,70,31.111,6
20140051,2014,MATHSL2,,65,28.889,6
20140051,2014,MATHSLEXP,13,13,13,5
20140051,2014,PHYSSL2,,16,10.24,3
20140051,2014,PHYSSL3,,12,7.2,3
20140051,2014,PHYSSLMCQ,,15,10,4
20140051,2014,PHYSSLPRA,34,26,13,4
20140051,2014,PSYCHL1,,22,16.739,5
20140051,2014,PSYCHL2,,29,16.477,6
20140051,2014,PSYCHL3,,6,4,3
20140051,2014,PSYCHLIA,10,10,7.143,4
20140051,2014,THEOTKPRES,10,10,10,D
20140051,2014,THEOTKPT,,19,19,C
20140053,2014,BIOLHL2,,19,9.5,3
20140053,2014,BIOLHL3,,18,9,4
20140053,2014,BIOLHLMCQ,,27,13.5,5
20140053,2014,BIOLHLPRA,40,30,15,5
20140053,2014,ENGLHL1,,14,14,6
20140053,2014,ENGLHL2,,20,20,7
20140053,2014,ENGLHLIA,25,23,23,6
20140053,2014,ENGLHLWRI,,16,16,5
20140053,2014,HISTHL1,,9,7.2,4
20140053,2014,HISTHL2,,15,9.375,4
20140053,2014,HISTHL3,,34,19.833,6
20140053,2014,HISTHLIA,14,11,8.8,4
20140053,2014,MATHSL1,,40,17.778,3
20140053,2014,MATHSL2,,49,21.778,4
20140053,2014,MATHSLEXP,8,8,8,3
20140053,2014,PSYCHL1,,26,19.783,6
20140053,2014,PSYCHL2,,24,13.636,5
20140053,2014,PSYCHL3,,11,7.333,5
20140053,2014,PSYCHLIA,8,8,5.714,3
20140053,2014,SPANSL1,,24,13.333,4
20140053,2014,SPANSL2,,9,9,3
20140053,2014,SPANSLIA,17,19,19,5
20140053,2014,SPANSLWRI,,20,16,6
20140053,2014,THEOTKPRES,14,14,14,C
20140053,2014,THEOTKPT,,27,27,B
20144290,2014,GERMSL1,,,,N
20144290,2014,GERMSL2,,,,N
20144290,2014,GERMSLIA,21,22,22,6
20144290,2014,GERMSLWRI,,,,N
20144290,2014,HISTHL1,,,,N
20144290,2014,HISTHL2,,,,N
20144290,2014,HISTHL3,,,,N
20144290,2014,HISTHLIA,8,6,4.8,2
20144290,2014,MUSISL1,,,,
20144290,2014,MUSISLMLI,,,,N
20144290,2014,MUSISLPER,,,,
20144310,2014,ENGLHL1,,16,16,6
20144310,2014,ENGLHL2,,16,16,5
20144310,2014,ENGLHLIA,28,26,26,7
20144310,2014,ENGLHLWRI,,16,16,5
20144310,2014,GERMSL1,,23,12.778,5
20144310,2014,GERMSL2,,17,17,5
20144310,2014,GERMSLIA,19,20,20,5
20144310,2014,GERMSLWRI,,12,9.6,3
20144310,2014,HISTHL1,,9,7.2,4
20144310,2014,HISTHL2,,15,9.375,4
20144310,2014,HISTHL3,,27,15.75,5
20144310,2014,HISTHLIA,14,11,8.8,4
20144310,2014,MATHSL1,,53,23.556,4
20144310,2014,MATHSL2,,62,27.556,5
20144310,2014,MATHSLEXP,12,12,12,5
20144310,2014,PHYSSL2,,20,12.8,4
20144310,2014,PHYSSL3,,7,4.2,2
20144310,2014,PHYSSLMCQ,,16,10.667,4
20144310,2014,PHYSSLPRA,39,30,15,5
20144310,2014,PSYCHL1,,4,3.043,1
20144310,2014,PSYCHL2,,32,18.182,7
20144310,2014,PSYCHL3,,9,6,4
20144310,2014,PSYCHLIA,12,12,8.571,4
20144310,2014,THEOTKPRES,18,18,18,B
20144310,2014,THEOTKPT,,27,27,B
20145390,2014,BIOLHL2,,30,15,4
20145390,2014,BIOLHL3,,18,9,4
20145390,2014,BIOLHLMCQ,,29,14.5,6
20145390,2014,BIOLHLPRA,37,29,14.5,5
20145390,2014,ENGLSL1,,15,15,6
20145390,2014,ENGLSL2,,13,13,4
20145390,2014,ENGLSLIA,24,20,20,6
20145390,2014,ENGLSLWRI,,17,17,5
20145390,2014,HISTHL1,,13,10.4,6
20145390,2014,HISTHL2,,16,10,5
20145390,2014,HISTHL3,,25,14.583,5
20145390,2014,HISTHLIA,15,12,9.6,4
20145390,2014,MATHSL1,,62,27.556,5
20145390,2014,MATHSL2,,58,25.778,5
20145390,2014,MATHSLEXP,10,10,10,4
20145390,2014,PSYCHL1,,24,18.261,6
20145390,2014,PSYCHL2,,26,14.773,5
20145390,2014,PSYCHL3,,14,9.333,6
20145390,2014,PSYCHLIA,15,15,10.714,5
20145390,2014,SPANSL1,,25,13.889,4
20145390,2014,SPANSL2,,10,10,4
20145390,2014,SPANSLIA,15,17,17,4
20145390,2014,SPANSLWRI,,15,12,4
20145390,2014,THEOTKPRES,12,12,12,D
20145390,2014,THEOTKPT,,10,10,D
20145430,2014,ENGLHL1,,10,10,4
20145430,2014,ENGLHL2,,14,14,5
20145430,2014,ENGLHLIA,22,20,20,5
20145430,2014,ENGLHLWRI,,15,15,4
20145430,2014,HISTHL1,,7,5.6,3
20145430,2014,HISTHL2,,19,11.875,5
20145430,2014,HISTHL3,,17,9.917,4
20145430,2014,HISTHLIA,15,12,9.6,4
20145430,2014,MATHSL1,,72,32,6
20145430,2014,MATHSL2,,47,20.889,4
20145430,2014,MATHSLEXP,6,6,6,3
20145430,2014,PHYSSL2,,17,10.88,4
20145430,2014,PHYSSL3,,6,3.6,2
20145430,2014,PHYSSLMCQ,,20,13.333,6
20145430,2014,PHYSSLPRA,31,23,11.5,4
20145430,2014,PSYCHL1,,21,15.978,5
20145430,2014,PSYCHL2,,21,11.932,4
20145430,2014,PSYCHL3,,4,2.667,3
20145430,2014,PSYCHLIA,7,7,5,3
20145430,2014,SPANSL1,,22,12.222,3
20145430,2014,SPANSL2,,17,17,5
20145430,2014,SPANSLIA,14,15,15,4
20145430,2014,SPANSLWRI,,16,12.8,5
20145430,2014,THEOTKPRES,12,12,12,D
20145430,2014,THEOTKPT,,22,22,B
20150047,2015,ENGLHL1,,16,16,6
20150047,2015,ENGLHL2,,13,13,4
20150047,2015,ENGLHLIA,21,17,17,4
20150047,2015,ENGLHLWRI,,14,14,4
20150047,2015,HISTHL1,,14,11.2,5
20150047,2015,HISTHL2,,14,8.75,4
20150047,2015,HISTHL3,,26,15.167,5
20150047,2015,HISTHLIA,21,15,12,5
20150047,2015,MATHSL1,,25,11.111,2
20150047,2015,MATHSL2,,17,7.556,2
20150047,2015,MATHSLEXP,8,9,9,4
20150047,2015,PHYSSL2,,7,4.48,2
20150047,2015,PHYSSL3,,6,3.6,2
20150047,2015,PHYSSLMCQ,,13,8.667,4
20150047,2015,PHYSSLPRA,32,15,7.5,2
20150047,2015,PSYCHL1,,20,15.217,5
20150047,2015,PSYCHL2,,20,11.364,4
20150047,2015,PSYCHL3,,11,7.333,4
20150047,2015,PSYCHLIA,12,10,7.143,4
20150047,2015,SPANSL1,,22,12.222,4
20150047,2015,SPANSL2,,9,9,3
20150047,2015,SPANSLIA,16,16,16,4
20150047,2015,SPANSLWRI,,12,10,4
20150047,2015,THEOTKPRES,5,6,6,C
20150047,2015,THEOTKPT,,3,6,D
20150585,2015,CHEMHL2,,27,10.8,3
20150585,2015,CHEMHL3,,18,7.2,3
20150585,2015,CHEMHLMCQ,,24,12,4
20150585,2015,CHEMHLPRA,32,24,12,4
20150585,2015,ENGLHL1,,11,11,4
20150585,2015,ENGLHL2,,14,14,5
20150585,2015,ENGLHLIA,20,16,16,4
20150585,2015,ENGLHLWRI,,8,8,2
20150585,2015,GERMSL1,,31,17.222,5
20150585,2015,GERMSL2,,9,9,3
20150585,2015,GERMSLIA,23,14,14,4
20150585,2015,GERMSLWRI,,6,5,2
20150585,2015,HISTHL1,,15,12,6
20150585,2015,HISTHL2,,14,8.75,4
20150585,2015,HISTHL3,,26,15.167,5
20150585,2015,HISTHLIA,19,13,10.4,5
20150585,2015,MATHSL1,,47,20.889,4
20150585,2015,MATHSL2,,43,19.111,4
20150585,2015,MATHSLEXP,12,12,12,5
20150585,2015,PHYSSL2,,18,11.52,4
20150585,2015,PHYSSL3,,14,8.4,4
20150585,2015,PHYSSLMCQ,,16,10.667,5
20150585,2015,PHYSSLPRA,38,19,9.5,3
20150585,2015,THEOTKPRES,7,8,8,B
20150585,2015,THEOTKPT,,7,14,B
20152249,2015,CHEMSL2,,11,7.04,2
20152249,2015,CHEMSL3,,9,5.4,2
20152249,2015,CHEMSLMCQ,,14,9.655,3
20152249,2015,CHEMSLPRA,34,27,13.5,4
20152249,2015,ENGLHL1,,16,16,6
20152249,2015,ENGLHL2,,14,14,5
20152249,2015,ENGLHLIA,21,17,17,4
20152249,2015,ENGLHLWRI,,17,17,5
20152249,2015,HISTHL1,,15,12,6
20152249,2015,HISTHL2,,8,5,2
20152249,2015,HISTHL3,,22,12.833,4
20152249,2015,HISTHLIA,23,17,13.6,6
20152249,2015,MATHSL1,,34,15.111,3
20152249,2015,MATHSL2,,29,12.889,3
20152249,2015,MATHSLEXP,12,12,12,5
20152249,2015,PSYCHL1,,13,9.891,4
20152249,2015,PSYCHL2,,21,11.932,4
20152249,2015,PSYCHL3,,10,6.667,4
20152249,2015,PSYCHLIA,21,16,11.429,5
20152249,2015,SPANSL1,,25,13.889,4
20152249,2015,SPANSL2,,19,19,6
20152249,2015,SPANSLIA,20,20,20,5
20152249,2015,SPANSLWRI,,11,9.167,3
20152249,2015,THEOTKPRES,5,6,6,C
20152249,2015,THEOTKPT,,6,12,B
20154071,2015,ENGLHL1,,15,15,6
20154071,2015,ENGLHL2,,14,14,5
20154071,2015,ENGLHLIA,21,17,17,4
20154071,2015,ENGLHLWRI,,17,17,5
20154071,2015,SPANSL1,,21,11.667,4
20154071,2015,SPANSL2,,14,14,5
20154071,2015,SPANSLIA,17,17,17,4
20154071,2015,SPANSLWRI,,16,13.333,5
20154116,2015,CHEMSL2,,8,5.12,2
20154116,2015,CHEMSL3,,6,3.6,2
20154116,2015,CHEMSLMCQ,,9,6.207,2
20154116,2015,CHEMSLPRA,30,24,12,4
20154116,2015,ENGLHL1,,13,13,5
20154116,2015,ENGLHL2,,13,13,4
20154116,2015,ENGLHLIA,20,16,16,4
20154116,2015,ENGLHLWRI,,16,16,5
20154116,2015,HISTHL1,,8,6.4,3
20154116,2015,HISTHL2,,11,6.875,3
20154116,2015,HISTHL3,,20,11.667,4
20154116,2015,HISTHLIA,21,15,12,5
20154116,2015,PSYCHL1,,17,12.935,4
20154116,2015,PSYCHL2,,16,9.091,3
20154116,2015,PSYCHL3,,14,9.333,5
20154116,2015,PSYCHLIA,15,12,8.571,4
20154278,2015,ENGLHL1,,10,10,4
20154278,2015,ENGLHL2,,9,9,3
20154278,2015,ENGLHLIA,20,16,16,4
20154278,2015,ENGLHLWRI,,17,17,5
20154278,2015,FRENSL1,,17,9.444,4
20154278,2015,FRENSL2,,13,13,4
20154278,2015,FRENSLIA,16,16,16,4
20154278,2015,FRENSLWRI,,13,10.833,4
20154278,2015,HISTHL1,,12,9.6,4
20154278,2015,HISTHL2,,20,12.5,5
20154278,2015,HISTHL3,,19,11.083,3
20154278,2015,HISTHLIA,21,15,12,5
20154278,2015,MATHSL1,,67,29.778,6
20154278,2015,MATHSL2,,48,21.333,4
20154278,2015,MATHSLEXP,5,8,8,3
20154278,2015,MUSIHL1,,19,5.7,2
20154278,2015,MUSIHLCRE,20,20,16.667,5
20154278,2015,MUSIHLMLI,,4,4,2
20154278,2015,MUSIHLTHTR,11,12,15,4
20154278,2015,PHYSSL2,,17,10.88,4
20154278,2015,PHYSSL3,,20,12,5
20154278,2015,PHYSSLMCQ,,14,9.333,4
20154278,2015,PHYSSLPRA,42,22,11,3
20154278,2015,THEOTKPRES,8,8,8,B
20154278,2015,THEOTKPT,,3,6,D
20154440,2015,ENGLHL1,,17,17,7
20154440,2015,ENGLHL2,,16,16,6
20154440,2015,ENGLHLIA,19,16,16,4
20154440,2015,ENGLHLWRI,,9,9,2
20154440,2015,FRENSL1,,15,8.333,3
20154440,2015,FRENSL2,,17,17,5
20154440,2015,FRENSLIA,23,24,24,6
20154440,2015,FRENSLWRI,,16,13.333,5
20154440,2015,HISTHL1,,14,11.2,5
20154440,2015,HISTHL2,,14,8.75,4
20154440,2015,HISTHL3,,21,12.25,4
20154440,2015,HISTHLIA,19,13,10.4,5
20154440,2015,MATHSL1,,57,25.333,5
20154440,2015,MATHSL2,,61,27.111,6
20154440,2015,MATHSLEXP,9,10,10,4
20154440,2015,PHYSSL2,,15,9.6,3
20154440,2015,PHYSSL3,,10,6,3
20154440,2015,PHYSSLMCQ,,8,5.333,2
20154440,2015,PHYSSLPRA,36,18,9,3
20154440,2015,PSYCHL1,,23,17.5,5
20154440,2015,PSYCHL2,,18,10.227,4
20154440,2015,PSYCHL3,,12,8,5
20154440,2015,PSYCHLIA,19,14,10,5
20154440,2015,THEOTKPRES,8,8,8,B
20154440,2015,THEOTKPT,,8,16,A
20154584,2015,ENGLHL1,,12,12,5
20154584,2015,ENGLHL2,,12,12,4
20154584,2015,ENGLHLIA,18,16,16,4
20154584,2015,ENGLHLWRI,,14,14,4
20154584,2015,HISTHL1,,16,12.8,6
20154584,2015,HISTHL2,,19,11.875,5
20154584,2015,HISTHL3,,26,15.167,5
20154584,2015,HISTHLIA,20,14,11.2,5
20154584,2015,MATHSL1,,64,28.444,6
20154584,2015,MATHSL2,,52,23.111,5
20154584,2015,MATHSLEXP,8,9,9,4
20154584,2015,PHYSSL2,,18,11.52,4
20154584,2015,PHYSSL3,,12,7.2,3
20154584,2015,PHYSSLMCQ,,23,15.333,7
20154584,2015,PHYSSLPRA,36,18,9,3
20154584,2015,PSYCHL1,,17,12.935,4
20154584,2015,PSYCHL2,,24,13.636,5
20154584,2015,PSYCHL3,,11,7.333,4
20154584,2015,PSYCHLIA,19,14,10,5
20154584,2015,SPANSL1,,22,12.222,4
20154584,2015,SPANSL2,,19,19,6
20154584,2015,SPANSLIA,13,13,13,4
20154584,2015,SPANSLWRI,,22,18.333,7
20154584,2015,THEOTKPRES,8,8,8,B
20154584,2015,THEOTKPT,,2,4,D
20154651,2015,ENGLHL1,,16,16,6
20154651,2015,ENGLHL2,,13,13,4
20154651,2015,ENGLHLIA,21,17,17,4
20154651,2015,ENGLHLWRI,,13,13,4
20154651,2015,HISTHL1,,14,11.2,5
20154651,2015,HISTHL2,,19,11.875,5
20154651,2015,HISTHL3,,24,14,4
20154651,2015,HISTHLIA,21,15,12,5
20154651,2015,MATHSL1,,34,15.111,3
20154651,2015,MATHSL2,,26,11.556,2
20154651,2015,MATHSLEXP,12,12,12,5
20154651,2015,PHYSSL2,,8,5.12,2
20154651,2015,PHYSSL3,,6,3.6,2
20154651,2015,PHYSSLMCQ,,8,5.333,2
20154651,2015,PHYSSLPRA,36,18,9,3
20154651,2015,SPANSL1,,19,10.556,3
20154651,2015,SPANSL2,,17,17,5
20154651,2015,SPANSLIA,20,20,20,5
20154651,2015,SPANSLWRI,,13,10.833,4
20154651,2015,THEAHLIPP,33,35,17.5,6
20154651,2015,THEAHLPPP,,16,16,6
20154651,2015,THEAHLTHTR,,19,11.875,4
20154651,2015,THEAHLTHTR,32,15,9.375,3
20154651,2015,THEOTKPRES,5,6,6,C
20154651,2015,THEOTKPT,,4,8,C
20154691,2015,CHEMSL2,,13,8.32,3
20154691,2015,CHEMSL3,,5,3,1
20154691,2015,CHEMSLMCQ,,14,9.655,3
20154691,2015,CHEMSLPRA,31,25,12.5,4
20154691,2015,ENGLHL1,,11,11,4
20154691,2015,ENGLHL2,,17,17,6
20154691,2015,ENGLHLIA,18,16,16,4
20154691,2015,ENGLHLWRI,,18,18,5
20154691,2015,HISTHL1,,15,12,6
